,date,away,home,time
923,"Mon, Feb 28, 2022",Charlotte Hornets,Milwaukee Bucks,8:00p
924,"Mon, Feb 28, 2022",Sacramento Kings,Oklahoma City Thunder,8:00p
925,"Tue, Mar 1, 2022",Detroit Pistons,Washington Wizards,7:00p
926,"Tue, Mar 1, 2022",Atlanta Hawks,Boston Celtics,7:30p
927,"Tue, Mar 1, 2022",Brooklyn Nets,Toronto Raptors,7:30p
928,"Tue, Mar 1, 2022",Los Angeles Clippers,Houston Rockets,8:00p
929,"Tue, Mar 1, 2022",Golden State Warriors,Minnesota Timberwolves,8:00p
930,"Tue, Mar 1, 2022",Dallas Mavericks,Los Angeles Lakers,10:00p
931,"Wed, Mar 2, 2022",Charlotte Hornets,Cleveland Cavaliers,7:00p
932,"Wed, Mar 2, 2022",Indiana Pacers,Orlando Magic,7:00p
933,"Wed, Mar 2, 2022",New York Knicks,Philadelphia 76ers,7:30p
934,"Wed, Mar 2, 2022",Utah Jazz,Houston Rockets,8:00p
935,"Wed, Mar 2, 2022",Miami Heat,Milwaukee Bucks,8:00p
936,"Wed, Mar 2, 2022",Sacramento Kings,New Orleans Pelicans,8:00p
937,"Wed, Mar 2, 2022",Oklahoma City Thunder,Denver Nuggets,9:00p
938,"Wed, Mar 2, 2022",Portland Trail Blazers,Phoenix Suns,10:00p
939,"Thu, Mar 3, 2022",Memphis Grizzlies,Boston Celtics,7:30p
940,"Thu, Mar 3, 2022",Miami Heat,Brooklyn Nets,7:30p
941,"Thu, Mar 3, 2022",Detroit Pistons,Toronto Raptors,7:30p
942,"Thu, Mar 3, 2022",Golden State Warriors,Dallas Mavericks,8:30p
943,"Thu, Mar 3, 2022",Sacramento Kings,San Antonio Spurs,8:30p
944,"Thu, Mar 3, 2022",Los Angeles Lakers,Los Angeles Clippers,10:00p
945,"Fri, Mar 4, 2022",Indiana Pacers,Detroit Pistons,7:00p
946,"Fri, Mar 4, 2022",Cleveland Cavaliers,Philadelphia 76ers,7:00p
947,"Fri, Mar 4, 2022",Atlanta Hawks,Washington Wizards,7:00p
948,"Fri, Mar 4, 2022",Milwaukee Bucks,Chicago Bulls,7:30p
949,"Fri, Mar 4, 2022",Utah Jazz,New Orleans Pelicans,8:00p
950,"Fri, Mar 4, 2022",Minnesota Timberwolves,Oklahoma City Thunder,8:00p
951,"Fri, Mar 4, 2022",Houston Rockets,Denver Nuggets,9:00p
952,"Fri, Mar 4, 2022",New York Knicks,Phoenix Suns,10:00p
953,"Sat, Mar 5, 2022",Sacramento Kings,Dallas Mavericks,5:00p
954,"Sat, Mar 5, 2022",San Antonio Spurs,Charlotte Hornets,7:00p
955,"Sat, Mar 5, 2022",Orlando Magic,Memphis Grizzlies,8:00p
956,"Sat, Mar 5, 2022",Philadelphia 76ers,Miami Heat,8:00p
957,"Sat, Mar 5, 2022",Portland Trail Blazers,Minnesota Timberwolves,8:00p
958,"Sat, Mar 5, 2022",Golden State Warriors,Los Angeles Lakers,8:30p
959,"Sun, Mar 6, 2022",Brooklyn Nets,Boston Celtics,1:00p
960,"Sun, Mar 6, 2022",Phoenix Suns,Milwaukee Bucks,3:30p
961,"Sun, Mar 6, 2022",Toronto Raptors,Cleveland Cavaliers,6:00p
962,"Sun, Mar 6, 2022",Indiana Pacers,Washington Wizards,6:00p
963,"Sun, Mar 6, 2022",Memphis Grizzlies,Houston Rockets,7:00p
964,"Sun, Mar 6, 2022",Utah Jazz,Oklahoma City Thunder,7:00p
965,"Sun, Mar 6, 2022",New York Knicks,Los Angeles Clippers,7:30p
966,"Sun, Mar 6, 2022",New Orleans Pelicans,Denver Nuggets,10:00p
967,"Mon, Mar 7, 2022",Atlanta Hawks,Detroit Pistons,7:00p
968,"Mon, Mar 7, 2022",Chicago Bulls,Philadelphia 76ers,7:00p
969,"Mon, Mar 7, 2022",Houston Rockets,Miami Heat,7:30p
970,"Mon, Mar 7, 2022",Portland Trail Blazers,Minnesota Timberwolves,8:00p
971,"Mon, Mar 7, 2022",Utah Jazz,Dallas Mavericks,8:30p
972,"Mon, Mar 7, 2022",Los Angeles Lakers,San Antonio Spurs,8:30p
973,"Mon, Mar 7, 2022",New York Knicks,Sacramento Kings,10:00p
974,"Tue, Mar 8, 2022",Brooklyn Nets,Charlotte Hornets,7:00p
975,"Tue, Mar 8, 2022",Cleveland Cavaliers,Indiana Pacers,7:00p
976,"Tue, Mar 8, 2022",Phoenix Suns,Orlando Magic,7:00p
977,"Tue, Mar 8, 2022",New Orleans Pelicans,Memphis Grizzlies,7:30p
978,"Tue, Mar 8, 2022",Milwaukee Bucks,Oklahoma City Thunder,8:00p
979,"Tue, Mar 8, 2022",Los Angeles Clippers,Golden State Warriors,10:00p
980,"Wed, Mar 9, 2022",Boston Celtics,Charlotte Hornets,7:00p
981,"Wed, Mar 9, 2022",Chicago Bulls,Detroit Pistons,7:00p
982,"Wed, Mar 9, 2022",Phoenix Suns,Miami Heat,7:30p
983,"Wed, Mar 9, 2022",Atlanta Hawks,Milwaukee Bucks,7:30p
984,"Wed, Mar 9, 2022",Los Angeles Lakers,Houston Rockets,8:00p
985,"Wed, Mar 9, 2022",Oklahoma City Thunder,Minnesota Timberwolves,8:00p
986,"Wed, Mar 9, 2022",Orlando Magic,New Orleans Pelicans,8:00p
987,"Wed, Mar 9, 2022",New York Knicks,Dallas Mavericks,8:30p
988,"Wed, Mar 9, 2022",Toronto Raptors,San Antonio Spurs,8:30p
989,"Wed, Mar 9, 2022",Denver Nuggets,Sacramento Kings,10:00p
990,"Wed, Mar 9, 2022",Portland Trail Blazers,Utah Jazz,10:00p
991,"Wed, Mar 9, 2022",Washington Wizards,Los Angeles Clippers,10:30p
992,"Thu, Mar 10, 2022",Brooklyn Nets,Philadelphia 76ers,7:30p
993,"Thu, Mar 10, 2022",Golden State Warriors,Denver Nuggets,10:00p
994,"Fri, Mar 11, 2022",Minnesota Timberwolves,Orlando Magic,7:00p
995,"Fri, Mar 11, 2022",Los Angeles Clippers,Atlanta Hawks,7:30p
996,"Fri, Mar 11, 2022",Detroit Pistons,Boston Celtics,7:30p
997,"Fri, Mar 11, 2022",Dallas Mavericks,Houston Rockets,8:00p
998,"Fri, Mar 11, 2022",New York Knicks,Memphis Grizzlies,8:00p
999,"Fri, Mar 11, 2022",Cleveland Cavaliers,Miami Heat,8:00p
1000,"Fri, Mar 11, 2022",Charlotte Hornets,New Orleans Pelicans,8:00p
1001,"Fri, Mar 11, 2022",Utah Jazz,San Antonio Spurs,8:30p
1002,"Fri, Mar 11, 2022",Toronto Raptors,Phoenix Suns,9:00p
1003,"Fri, Mar 11, 2022",Washington Wizards,Los Angeles Lakers,10:30p
1004,"Sat, Mar 12, 2022",Cleveland Cavaliers,Chicago Bulls,8:00p
1005,"Sat, Mar 12, 2022",Minnesota Timberwolves,Miami Heat,8:00p
1006,"Sat, Mar 12, 2022",Indiana Pacers,San Antonio Spurs,8:00p
1007,"Sat, Mar 12, 2022",Milwaukee Bucks,Golden State Warriors,8:30p
1008,"Sat, Mar 12, 2022",Toronto Raptors,Denver Nuggets,10:00p
1009,"Sat, Mar 12, 2022",Washington Wizards,Portland Trail Blazers,10:00p
1010,"Sat, Mar 12, 2022",Sacramento Kings,Utah Jazz,10:00p
1011,"Sun, Mar 13, 2022",New York Knicks,Brooklyn Nets,1:00p
1012,"Sun, Mar 13, 2022",Los Angeles Clippers,Detroit Pistons,3:00p
1013,"Sun, Mar 13, 2022",Dallas Mavericks,Boston Celtics,3:30p
1014,"Sun, Mar 13, 2022",Philadelphia 76ers,Orlando Magic,6:00p
1015,"Sun, Mar 13, 2022",Indiana Pacers,Atlanta Hawks,7:00p
1016,"Sun, Mar 13, 2022",Houston Rockets,New Orleans Pelicans,7:00p
1017,"Sun, Mar 13, 2022",Memphis Grizzlies,Oklahoma City Thunder,7:00p
1018,"Sun, Mar 13, 2022",Los Angeles Lakers,Phoenix Suns,8:00p
1019,"Mon, Mar 14, 2022",Los Angeles Clippers,Cleveland Cavaliers,7:00p
1020,"Mon, Mar 14, 2022",Portland Trail Blazers,Atlanta Hawks,7:30p
1021,"Mon, Mar 14, 2022",Charlotte Hornets,Oklahoma City Thunder,8:00p
1022,"Mon, Mar 14, 2022",Denver Nuggets,Philadelphia 76ers,8:00p
1023,"Mon, Mar 14, 2022",Minnesota Timberwolves,San Antonio Spurs,8:30p
1024,"Mon, Mar 14, 2022",Washington Wizards,Golden State Warriors,10:00p
1025,"Mon, Mar 14, 2022",Chicago Bulls,Sacramento Kings,10:00p
1026,"Mon, Mar 14, 2022",Toronto Raptors,Los Angeles Lakers,10:30p
1027,"Mon, Mar 14, 2022",Milwaukee Bucks,Utah Jazz,10:30p
1028,"Tue, Mar 15, 2022",Memphis Grizzlies,Indiana Pacers,7:00p
1029,"Tue, Mar 15, 2022",Brooklyn Nets,Orlando Magic,7:00p
1030,"Tue, Mar 15, 2022",Detroit Pistons,Miami Heat,7:30p
1031,"Tue, Mar 15, 2022",Phoenix Suns,New Orleans Pelicans,8:00p
1032,"Wed, Mar 16, 2022",Atlanta Hawks,Charlotte Hornets,7:00p
1033,"Wed, Mar 16, 2022",Philadelphia 76ers,Cleveland Cavaliers,7:00p
1034,"Wed, Mar 16, 2022",Denver Nuggets,Washington Wizards,7:00p
1035,"Wed, Mar 16, 2022",Dallas Mavericks,Brooklyn Nets,7:30p
1036,"Wed, Mar 16, 2022",Portland Trail Blazers,New York Knicks,7:30p
1037,"Wed, Mar 16, 2022",Phoenix Suns,Houston Rockets,8:00p
1038,"Wed, Mar 16, 2022",Los Angeles Lakers,Minnesota Timberwolves,8:00p
1039,"Wed, Mar 16, 2022",Oklahoma City Thunder,San Antonio Spurs,8:30p
1040,"Wed, Mar 16, 2022",Chicago Bulls,Utah Jazz,9:00p
1041,"Wed, Mar 16, 2022",Boston Celtics,Golden State Warriors,10:00p
1042,"Wed, Mar 16, 2022",Milwaukee Bucks,Sacramento Kings,10:00p
1043,"Wed, Mar 16, 2022",Toronto Raptors,Los Angeles Clippers,10:30p
1044,"Thu, Mar 17, 2022",Detroit Pistons,Orlando Magic,7:00p
1045,"Fri, Mar 18, 2022",Dallas Mavericks,Philadelphia 76ers,7:00p
1046,"Fri, Mar 18, 2022",Memphis Grizzlies,Atlanta Hawks,7:30p
1047,"Fri, Mar 18, 2022",Portland Trail Blazers,Brooklyn Nets,7:30p
1048,"Fri, Mar 18, 2022",Denver Nuggets,Cleveland Cavaliers,7:30p
1049,"Fri, Mar 18, 2022",Washington Wizards,New York Knicks,7:30p
1050,"Fri, Mar 18, 2022",Los Angeles Lakers,Toronto Raptors,7:30p
1051,"Fri, Mar 18, 2022",Indiana Pacers,Houston Rockets,8:00p
1052,"Fri, Mar 18, 2022",Oklahoma City Thunder,Miami Heat,8:00p
1053,"Fri, Mar 18, 2022",New Orleans Pelicans,San Antonio Spurs,8:30p
1054,"Fri, Mar 18, 2022",Los Angeles Clippers,Utah Jazz,9:00p
1055,"Fri, Mar 18, 2022",Chicago Bulls,Phoenix Suns,10:00p
1056,"Fri, Mar 18, 2022",Boston Celtics,Sacramento Kings,10:00p
1057,"Sat, Mar 19, 2022",Milwaukee Bucks,Minnesota Timberwolves,5:00p
1058,"Sat, Mar 19, 2022",Dallas Mavericks,Charlotte Hornets,7:00p
1059,"Sat, Mar 19, 2022",Detroit Pistons,Cleveland Cavaliers,8:00p
1060,"Sat, Mar 19, 2022",Los Angeles Lakers,Washington Wizards,8:00p
1061,"Sun, Mar 20, 2022",Memphis Grizzlies,Houston Rockets,3:30p
1062,"Sun, Mar 20, 2022",Portland Trail Blazers,Indiana Pacers,3:30p
1063,"Sun, Mar 20, 2022",New Orleans Pelicans,Atlanta Hawks,6:00p
1064,"Sun, Mar 20, 2022",Oklahoma City Thunder,Orlando Magic,6:00p
1065,"Sun, Mar 20, 2022",Phoenix Suns,Sacramento Kings,6:00p
1066,"Sun, Mar 20, 2022",Utah Jazz,New York Knicks,7:30p
1067,"Sun, Mar 20, 2022",Boston Celtics,Denver Nuggets,8:00p
1068,"Sun, Mar 20, 2022",San Antonio Spurs,Golden State Warriors,8:30p
1069,"Sun, Mar 20, 2022",Toronto Raptors,Philadelphia 76ers,8:30p
1070,"Mon, Mar 21, 2022",New Orleans Pelicans,Charlotte Hornets,7:00p
1071,"Mon, Mar 21, 2022",Los Angeles Lakers,Cleveland Cavaliers,7:00p
1072,"Mon, Mar 21, 2022",Portland Trail Blazers,Detroit Pistons,7:00p
1073,"Mon, Mar 21, 2022",Miami Heat,Philadelphia 76ers,7:00p
1074,"Mon, Mar 21, 2022",Utah Jazz,Brooklyn Nets,7:30p
1075,"Mon, Mar 21, 2022",Toronto Raptors,Chicago Bulls,8:00p
1076,"Mon, Mar 21, 2022",Washington Wizards,Houston Rockets,8:00p
1077,"Mon, Mar 21, 2022",Boston Celtics,Oklahoma City Thunder,8:00p
1078,"Mon, Mar 21, 2022",Minnesota Timberwolves,Dallas Mavericks,8:30p
1079,"Tue, Mar 22, 2022",Golden State Warriors,Orlando Magic,7:00p
1080,"Tue, Mar 22, 2022",Atlanta Hawks,New York Knicks,7:30p
1081,"Tue, Mar 22, 2022",Chicago Bulls,Milwaukee Bucks,8:00p
1082,"Tue, Mar 22, 2022",Los Angeles Clippers,Denver Nuggets,10:00p
1083,"Wed, Mar 23, 2022",New York Knicks,Charlotte Hornets,7:00p
1084,"Wed, Mar 23, 2022",Atlanta Hawks,Detroit Pistons,7:00p
1085,"Wed, Mar 23, 2022",Sacramento Kings,Indiana Pacers,7:00p
1086,"Wed, Mar 23, 2022",Utah Jazz,Boston Celtics,7:30p
1087,"Wed, Mar 23, 2022",Brooklyn Nets,Memphis Grizzlies,7:30p
1088,"Wed, Mar 23, 2022",Golden State Warriors,Miami Heat,7:30p
1089,"Wed, Mar 23, 2022",Phoenix Suns,Minnesota Timberwolves,8:00p
1090,"Wed, Mar 23, 2022",Orlando Magic,Oklahoma City Thunder,8:00p
1091,"Wed, Mar 23, 2022",Houston Rockets,Dallas Mavericks,8:30p
1092,"Wed, Mar 23, 2022",Philadelphia 76ers,Los Angeles Lakers,10:00p
1093,"Wed, Mar 23, 2022",San Antonio Spurs,Portland Trail Blazers,10:00p
1094,"Thu, Mar 24, 2022",Cleveland Cavaliers,Toronto Raptors,7:30p
1095,"Thu, Mar 24, 2022",Indiana Pacers,Memphis Grizzlies,8:00p
1096,"Thu, Mar 24, 2022",Washington Wizards,Milwaukee Bucks,8:00p
1097,"Thu, Mar 24, 2022",Chicago Bulls,New Orleans Pelicans,8:00p
1098,"Thu, Mar 24, 2022",Phoenix Suns,Denver Nuggets,9:00p
1099,"Fri, Mar 25, 2022",Utah Jazz,Charlotte Hornets,7:00p
1100,"Fri, Mar 25, 2022",Washington Wizards,Detroit Pistons,7:00p
1101,"Fri, Mar 25, 2022",Golden State Warriors,Atlanta Hawks,7:30p
1102,"Fri, Mar 25, 2022",New York Knicks,Miami Heat,8:00p
1103,"Fri, Mar 25, 2022",Dallas Mavericks,Minnesota Timberwolves,8:00p
1104,"Fri, Mar 25, 2022",Houston Rockets,Portland Trail Blazers,10:00p
1105,"Fri, Mar 25, 2022",Philadelphia 76ers,Los Angeles Clippers,10:30p
1106,"Sat, Mar 26, 2022",San Antonio Spurs,New Orleans Pelicans,5:00p
1107,"Sat, Mar 26, 2022",Sacramento Kings,Orlando Magic,7:00p
1108,"Sat, Mar 26, 2022",Indiana Pacers,Toronto Raptors,7:30p
1109,"Sat, Mar 26, 2022",Chicago Bulls,Cleveland Cavaliers,8:00p
1110,"Sat, Mar 26, 2022",Milwaukee Bucks,Memphis Grizzlies,8:00p
1111,"Sat, Mar 26, 2022",Brooklyn Nets,Miami Heat,8:00p
1112,"Sat, Mar 26, 2022",Oklahoma City Thunder,Denver Nuggets,9:00p
1113,"Sat, Mar 26, 2022",Houston Rockets,Portland Trail Blazers,10:00p
1114,"Sun, Mar 27, 2022",New York Knicks,Detroit Pistons,3:30p
1115,"Sun, Mar 27, 2022",Minnesota Timberwolves,Boston Celtics,6:00p
1116,"Sun, Mar 27, 2022",Philadelphia 76ers,Phoenix Suns,6:00p
1117,"Sun, Mar 27, 2022",Golden State Warriors,Washington Wizards,6:00p
1118,"Sun, Mar 27, 2022",Los Angeles Lakers,New Orleans Pelicans,7:00p
1119,"Sun, Mar 27, 2022",Charlotte Hornets,Brooklyn Nets,7:30p
1120,"Sun, Mar 27, 2022",Utah Jazz,Dallas Mavericks,7:30p
1121,"Mon, Mar 28, 2022",Denver Nuggets,Charlotte Hornets,7:00p
1122,"Mon, Mar 28, 2022",Orlando Magic,Cleveland Cavaliers,7:00p
1123,"Mon, Mar 28, 2022",Atlanta Hawks,Indiana Pacers,7:00p
1124,"Mon, Mar 28, 2022",Sacramento Kings,Miami Heat,7:30p
1125,"Mon, Mar 28, 2022",Chicago Bulls,New York Knicks,7:30p
1126,"Mon, Mar 28, 2022",Boston Celtics,Toronto Raptors,7:30p
1127,"Mon, Mar 28, 2022",San Antonio Spurs,Houston Rockets,8:00p
1128,"Mon, Mar 28, 2022",Golden State Warriors,Memphis Grizzlies,8:00p
1129,"Mon, Mar 28, 2022",Oklahoma City Thunder,Portland Trail Blazers,10:00p
1130,"Tue, Mar 29, 2022",Milwaukee Bucks,Philadelphia 76ers,7:00p
1131,"Tue, Mar 29, 2022",Chicago Bulls,Washington Wizards,7:00p
1132,"Tue, Mar 29, 2022",Detroit Pistons,Brooklyn Nets,7:30p
1133,"Tue, Mar 29, 2022",Los Angeles Lakers,Dallas Mavericks,7:30p
1134,"Tue, Mar 29, 2022",Utah Jazz,Los Angeles Clippers,10:00p
1135,"Wed, Mar 30, 2022",Dallas Mavericks,Cleveland Cavaliers,7:00p
1136,"Wed, Mar 30, 2022",Denver Nuggets,Indiana Pacers,7:00p
1137,"Wed, Mar 30, 2022",Orlando Magic,Washington Wizards,7:00p
1138,"Wed, Mar 30, 2022",Miami Heat,Boston Celtics,7:30p
1139,"Wed, Mar 30, 2022",Charlotte Hornets,New York Knicks,7:30p
1140,"Wed, Mar 30, 2022",Minnesota Timberwolves,Toronto Raptors,7:30p
1141,"Wed, Mar 30, 2022",Sacramento Kings,Houston Rockets,8:00p
1142,"Wed, Mar 30, 2022",Atlanta Hawks,Oklahoma City Thunder,8:00p
1143,"Wed, Mar 30, 2022",Memphis Grizzlies,San Antonio Spurs,8:30p
1144,"Wed, Mar 30, 2022",Phoenix Suns,Golden State Warriors,10:00p
1145,"Wed, Mar 30, 2022",New Orleans Pelicans,Portland Trail Blazers,10:00p
1146,"Thu, Mar 31, 2022",Philadelphia 76ers,Detroit Pistons,7:00p
1147,"Thu, Mar 31, 2022",Milwaukee Bucks,Brooklyn Nets,7:30p
1148,"Thu, Mar 31, 2022",Los Angeles Clippers,Chicago Bulls,8:00p
1149,"Thu, Mar 31, 2022",Los Angeles Lakers,Utah Jazz,10:00p
1150,"Fri, Apr 1, 2022",Toronto Raptors,Orlando Magic,7:00p
1151,"Fri, Apr 1, 2022",Dallas Mavericks,Washington Wizards,7:00p
1152,"Fri, Apr 1, 2022",Indiana Pacers,Boston Celtics,7:30p
1153,"Fri, Apr 1, 2022",Sacramento Kings,Houston Rockets,8:00p
1154,"Fri, Apr 1, 2022",Phoenix Suns,Memphis Grizzlies,8:00p
1155,"Fri, Apr 1, 2022",Los Angeles Clippers,Milwaukee Bucks,8:00p
1156,"Fri, Apr 1, 2022",Detroit Pistons,Oklahoma City Thunder,8:00p
1157,"Fri, Apr 1, 2022",Portland Trail Blazers,San Antonio Spurs,8:30p
1158,"Fri, Apr 1, 2022",Minnesota Timberwolves,Denver Nuggets,9:00p
1159,"Fri, Apr 1, 2022",New Orleans Pelicans,Los Angeles Lakers,10:30p
1160,"Sat, Apr 2, 2022",Charlotte Hornets,Philadelphia 76ers,12:30p
1161,"Sat, Apr 2, 2022",Cleveland Cavaliers,New York Knicks,1:00p
1162,"Sat, Apr 2, 2022",Brooklyn Nets,Atlanta Hawks,7:30p
1163,"Sat, Apr 2, 2022",Miami Heat,Chicago Bulls,8:00p
1164,"Sat, Apr 2, 2022",Utah Jazz,Golden State Warriors,8:30p
1165,"Sun, Apr 3, 2022",Dallas Mavericks,Milwaukee Bucks,1:00p
1166,"Sun, Apr 3, 2022",Washington Wizards,Boston Celtics,1:00p
1167,"Sun, Apr 3, 2022",Denver Nuggets,Los Angeles Lakers,3:30p
1168,"Sun, Apr 3, 2022",Detroit Pistons,Indiana Pacers,5:00p
1169,"Sun, Apr 3, 2022",Philadelphia 76ers,Cleveland Cavaliers,6:00p
1170,"Sun, Apr 3, 2022",New York Knicks,Orlando Magic,6:00p
1171,"Sun, Apr 3, 2022",Minnesota Timberwolves,Houston Rockets,7:00p
1172,"Sun, Apr 3, 2022",Miami Heat,Toronto Raptors,7:00p
1173,"Sun, Apr 3, 2022",Portland Trail Blazers,San Antonio Spurs,7:00p
1174,"Sun, Apr 3, 2022",Phoenix Suns,Oklahoma City Thunder,7:00p
1175,"Sun, Apr 3, 2022",Golden State Warriors,Sacramento Kings,9:00p
1176,"Sun, Apr 3, 2022",New Orleans Pelicans,Los Angeles Clippers,9:30p
1177,"Tue, Apr 5, 2022",Philadelphia 76ers,Indiana Pacers,7:00p
1178,"Tue, Apr 5, 2022",Cleveland Cavaliers,Orlando Magic,7:00p
1179,"Tue, Apr 5, 2022",Houston Rockets,Brooklyn Nets,7:30p
1180,"Tue, Apr 5, 2022",Charlotte Hornets,Miami Heat,7:30p
1181,"Tue, Apr 5, 2022",Atlanta Hawks,Toronto Raptors,7:30p
1182,"Tue, Apr 5, 2022",Milwaukee Bucks,Chicago Bulls,8:00p
1183,"Tue, Apr 5, 2022",Washington Wizards,Minnesota Timberwolves,8:00p
1184,"Tue, Apr 5, 2022",Portland Trail Blazers,Oklahoma City Thunder,8:00p
1185,"Tue, Apr 5, 2022",San Antonio Spurs,Denver Nuggets,9:00p
1186,"Tue, Apr 5, 2022",Memphis Grizzlies,Utah Jazz,9:00p
1187,"Tue, Apr 5, 2022",New Orleans Pelicans,Sacramento Kings,10:00p
1188,"Tue, Apr 5, 2022",Los Angeles Lakers,Phoenix Suns,10:30p
1189,"Wed, Apr 6, 2022",Dallas Mavericks,Detroit Pistons,7:00p
1190,"Wed, Apr 6, 2022",Brooklyn Nets,New York Knicks,7:30p
1191,"Wed, Apr 6, 2022",Boston Celtics,Chicago Bulls,8:00p
1192,"Wed, Apr 6, 2022",Washington Wizards,Atlanta Hawks,8:00p
1193,"Wed, Apr 6, 2022",Oklahoma City Thunder,Utah Jazz,9:00p
1194,"Wed, Apr 6, 2022",Phoenix Suns,Los Angeles Clippers,10:00p
1195,"Thu, Apr 7, 2022",Orlando Magic,Charlotte Hornets,7:00p
1196,"Thu, Apr 7, 2022",Boston Celtics,Milwaukee Bucks,7:30p
1197,"Thu, Apr 7, 2022",Philadelphia 76ers,Toronto Raptors,7:30p
1198,"Thu, Apr 7, 2022",San Antonio Spurs,Minnesota Timberwolves,8:00p
1199,"Thu, Apr 7, 2022",Portland Trail Blazers,New Orleans Pelicans,8:00p
1200,"Thu, Apr 7, 2022",Memphis Grizzlies,Denver Nuggets,9:00p
1201,"Thu, Apr 7, 2022",Los Angeles Lakers,Golden State Warriors,10:00p
1202,"Fri, Apr 8, 2022",New York Knicks,Washington Wizards,7:00p
1203,"Fri, Apr 8, 2022",Milwaukee Bucks,Detroit Pistons,7:00p
1204,"Fri, Apr 8, 2022",Cleveland Cavaliers,Brooklyn Nets,7:30p
1205,"Fri, Apr 8, 2022",Houston Rockets,Toronto Raptors,7:30p
1206,"Fri, Apr 8, 2022",Atlanta Hawks,Miami Heat,8:00p
1207,"Fri, Apr 8, 2022",Charlotte Hornets,Chicago Bulls,8:00p
1208,"Fri, Apr 8, 2022",Portland Trail Blazers,Dallas Mavericks,8:30p
1209,"Fri, Apr 8, 2022",Phoenix Suns,Utah Jazz,9:30p
1210,"Fri, Apr 8, 2022",Oklahoma City Thunder,Los Angeles Lakers,10:30p
1211,"Sat, Apr 9, 2022",Sacramento Kings,Los Angeles Clippers,
1212,"Sat, Apr 9, 2022",Golden State Warriors,San Antonio Spurs,
1213,"Sat, Apr 9, 2022",New Orleans Pelicans,Memphis Grizzlies,
1214,"Sat, Apr 9, 2022",Indiana Pacers,Philadelphia 76ers,
1215,"Sun, Apr 10, 2022",Utah Jazz,Portland Trail Blazers,
1216,"Sun, Apr 10, 2022",Sacramento Kings,Phoenix Suns,
1217,"Sun, Apr 10, 2022",Detroit Pistons,Philadelphia 76ers,
1218,"Sun, Apr 10, 2022",Miami Heat,Orlando Magic,
1219,"Sun, Apr 10, 2022",Toronto Raptors,New York Knicks,
1220,"Sun, Apr 10, 2022",Golden State Warriors,New Orleans Pelicans,
1221,"Sun, Apr 10, 2022",Chicago Bulls,Minnesota Timberwolves,
1222,"Sun, Apr 10, 2022",Boston Celtics,Memphis Grizzlies,
1223,"Sun, Apr 10, 2022",Oklahoma City Thunder,Los Angeles Clippers,
1224,"Sun, Apr 10, 2022",Atlanta Hawks,Houston Rockets,
1225,"Sun, Apr 10, 2022",Los Angeles Lakers,Denver Nuggets,
1226,"Sun, Apr 10, 2022",San Antonio Spurs,Dallas Mavericks,
1227,"Sun, Apr 10, 2022",Milwaukee Bucks,Cleveland Cavaliers,
1228,"Sun, Apr 10, 2022",Washington Wizards,Charlotte Hornets,
1229,"Sun, Apr 10, 2022",Indiana Pacers,Brooklyn Nets,
